objectid,id,telephone,website
2273,17892201,NOT AVAILABLE,http://www.jfkmemorialhosp.com
2274,24192571,NOT AVAILABLE,http://www.khriverside.com
2275,32792201,NOT AVAILABLE,http://www.telecarecorp.com/programs/164
2276,34092225,NOT AVAILABLE,http://www.paloverdehospital.org
2277,30595032,NOT AVAILABLE,http://www.goodsamsanjose.com
2278,17795338,NOT AVAILABLE,http://www.jcf-hospital.com/
2279,293654,NOT AVAILABLE,http://www.adventisthealthcv.com
2280,10594806,NOT AVAILABLE,http://www.doctorsmedicalcenter.org
2281,40194583,NOT AVAILABLE,http://www.sanramonmedctr.com
2282,16595841,NOT AVAILABLE,http://www.heritageoakshospital.com
2283,23195630,(916) 351-9151,http://www.vhsacramento.com/
2284,23592706,NOT AVAILABLE,http://www.kindredsantaana.com/
2285,26490720,NOT AVAILABLE,http://www.losalamitosmedctr.com
2286,31592680,NOT AVAILABLE,http://newportspecialtyhospital.com/
2287,32595361,NOT AVAILABLE,http://www.oriolhealthcare.com/oakdale-rehabilitation-and-skilled-nursing-center/
2288,48695993,NOT AVAILABLE,http://www.sshnv.org
2289,48895991,(530) 822-7200,https://www.co.sutter.ca.us/doc/government/depts/hs/mh/hs_mental_health
2290,22393277,NOT AVAILABLE,http://www.kaweahdelta.org
2291,19270065,(504) 904-7561,http://www.stmck.com/
2292,11828659,(336) 651-8100,http://www.wilkesregional.org
2293,12495926,NOT AVAILABLE,http://www.enloe.org/
2294,5570501,(337) 234-4031,NOT AVAILABLE
2295,21170072,(504) 347-5511,http://www.wjmc.org
2296,1971270,(318) 255-8085,http://www.lifecare-hospitals.com/hospital/louisiana
2297,15871269,(318) 728-4181,http://www.richardsonmed.org
2298,20470403,(985) 340-5998,http://www.umrhospital.com
2299,70094501,NOT AVAILABLE,NOT AVAILABLE
2300,71090813,NOT AVAILABLE,http://www.collegemedicalcenter.com
2301,71394589,NOT AVAILABLE,http://www.crestwoodbehavioralhealth.com
2302,71993420,NOT AVAILABLE,https://www.dignityhealth.org/central-coast/locations/arroyo-grande
2303,72292025,NOT AVAILABLE,http://www.palomarhealth.org/
2304,72490033,NOT AVAILABLE,http://www.promiseeastla.com/
2305,74796001,(530) 246-9000,http://www.vhnorcal.com/
2306,84530533,NOT AVAILABLE,NOT AVAILABLE
2307,86831501,NOT AVAILABLE,NOT AVAILABLE
2308,88239840,NOT AVAILABLE,NOT AVAILABLE
2309,89630535,NOT AVAILABLE,NOT AVAILABLE
2310,14253072,(262) 524-2600,http://www.lifecare-hospitals.com
2311,161670663,(337) 310-6001,NOT AVAILABLE
2312,164770546,(337) 616-8122,NOT AVAILABLE
2313,26,(706) 787-5811,http://www.ddeamc.amedd.army.mil/
2314,159871112,(318) 841-5555,NOT AVAILABLE
2315,155280918,(719) 444-8484,NOT AVAILABLE
2316,16653705,(608) 256-1901,http://www.madison.va.gov/
2317,16553295,(414) 384-2000,http://www.milwaukee.va.gov/
2318,6554751,(715) 235-5531,http://www.rcmc-mhs.org
2319,3754703,(715) 838-3311,http://www.mhs.mayo.edu
2320,25892373,NOT AVAILABLE,http://lomalindahealth.org/heart-and-surgical-hospital/index.page
2321,46492307,NOT AVAILABLE,http://www.stmaryapplevalley.com/
2322,42592123,NOT AVAILABLE,http://www.sharp.com
2323,50092056,NOT AVAILABLE,http://www.tri-cityrmc.org
2324,52292118,NOT AVAILABLE,http://www.sharp.com
2325,4794118,NOT AVAILABLE,http://www.cpmc.org
2326,45094109,NOT AVAILABLE,http://www.fcswp.org
2327,1780027,(303) 673-1000,http://www.avistahospital.org/
2328,1980501,(303) 651-5111,http://www.luhcares.org
2329,45693030,NOT AVAILABLE,http://www.stjohnshealth.org
2330,33895472,NOT AVAILABLE,http://sonomawestmedicalcenter.com/
2331,45394590,NOT AVAILABLE,http://www.sthelenahospital.org/behavioral/
2332,47695616,NOT AVAILABLE,http://www.sutterhealth.org
2333,186839531,(228) 388-0600,https://oceanshealthcare.com/biloxi
2334,1194609,NOT AVAILABLE,http://www.altabatessummit.com
2335,18694538,NOT AVAILABLE,http://www.kaiserpermanente.org
2336,51494550,NOT AVAILABLE,http://www.valleycare.com
2337,25495240,NOT AVAILABLE,http://www.lodihealth.org
2338,3990640,NOT AVAILABLE,http://www.beverly.org
2339,6581301,(970) 247-4311,http://www.mercydurango.org
2340,8390804,NOT AVAILABLE,http://www.memorialcare.org/community-hospital-long-beach
2341,11090806,NOT AVAILABLE,http://www.memorialcare.org
2342,14390026,NOT AVAILABLE,http://www.gatewayshospital.org
2343,21090034,NOT AVAILABLE,http://www.kaiserpermanente.org
2344,21690242,NOT AVAILABLE,http://www.kaiserpermanente.org
2345,22490033,NOT AVAILABLE,http://www.keckhospitalofusc.org
2346,22590011,NOT AVAILABLE,http://www.kedrenmentalhealth.com
2347,29691007,NOT AVAILABLE,http://www.methodisthospital.org
2348,30291402,NOT AVAILABLE,http://www.mchonline.org
2349,36190732,NOT AVAILABLE,http://california.providence.org/
2350,36290503,NOT AVAILABLE,http://california.providence.org/
2351,36591505,NOT AVAILABLE,http://www.providence.org
2352,45490404,NOT AVAILABLE,http://california.providence.org/
2353,46790057,NOT AVAILABLE,http://www.stvincentmedicalcenter.com
2354,21492555,NOT AVAILABLE,http://www.kaiserpermanente.org
2355,26092563,NOT AVAILABLE,http://www.llu.edu
2356,11995032,NOT AVAILABLE,http://www.elcaminohospital.org
2357,20295119,NOT AVAILABLE,http://www.kaiserpermanente.org
2358,32495128,(408) 947-2500,http://www.oconnorhospital.org
2359,10895065,(831) 462-7700,http://www.dignityhealth.org/dominican/
2360,20894080,NOT AVAILABLE,http://www.kaiserpermanente.org
2361,5454601,(608) 785-0940,http://www.franciscanskemp.org
2362,47395602,NOT AVAILABLE,http://www.sutterhealth.org
2363,13595490,NOT AVAILABLE,http://www.howardhospital.com
2364,29095340,NOT AVAILABLE,http://www.mercymercedcares.org/index.htm
2365,8793703,NOT AVAILABLE,http://www.communitymedical.org/
2366,18793720,NOT AVAILABLE,http://www.kaiserpermanente.org
2367,41493662,NOT AVAILABLE,http://www.adventisthealthcv.com
2368,3496150,NOT AVAILABLE,http://www.bartonhealth.org
2369,9993215,NOT AVAILABLE,http://www.drmc.com
2370,15393309,NOT AVAILABLE,http://www.bakersfieldbehavioral.com/
2371,47495826,NOT AVAILABLE,http://www.sutterpsychiatry.org
2372,37195540,NOT AVAILABLE,http://www.redwoodmemorial.org/
2373,14593930,NOT AVAILABLE,http://www.meememorial.com
2374,16992618,NOT AVAILABLE,http://www.hoag.org/locations/pages/hoaghosporthoinstitute.aspx
2375,33192708,NOT AVAILABLE,http://www.memorialcare.org
2376,12295380,NOT AVAILABLE,http://www.emanuelmedicalcenter.org/
2377,21395356,NOT AVAILABLE,http://www.kaiserpermanente.org
2378,1481147,(970) 731-3700,http://www.pagosaspringsmedicalcenter.org/
2379,150754656,(608) 269-2132,NOT AVAILABLE
2380,1730309,NOT AVAILABLE,http://www.shepherd.org
2381,13230274,NOT AVAILABLE,http://www.southernregional.org
2382,16331701,(229) 434-2000,http://phoebeputney.com/phoebecontentpage.aspx?nd=1643
2383,3830110,NOT AVAILABLE,http://www.tanner.org/main/higginsgeneralhospitalbremen.aspx
2384,4770118,(504) 899-9511,http://www.chnola.org
2385,10570112,(504) 903-3000,http://www.umcno.org/
2386,18470737,(225) 647-5000,http://www.steh.com
2387,13130106,NOT AVAILABLE,http://www.wellstar.org/locations/pages/wellstar-cobb-hospital.aspx
2388,1080122,(303) 730-8900,http://www.mylittletonhospital.org/
2389,981101,(719) 589-2511,http://www.slvrmc.org
2390,5171301,(318) 448-6701,http://www.cabrini.org/
2391,16371334,(318) 757-6551,http://riverlandmedcenter.com/
2392,1271019,(318) 932-2000,http://www.christuscoushatta.org
2393,1154768,(715) 644-5571,http://www.ministryhealth.org
2394,3453589,(608) 873-6611,http://www.stoughtonhospital.com
2395,4253818,(608) 348-2331,http://www.southwesthealth.org
2396,21371118,(318) 212-5550,http://www.wkhs.com/locations/south.aspx
2397,8854660,(608) 372-2181,http://www.tomahhospital.org
2398,9354911,(920) 731-4101,http://www.thedacare.org
2399,9954022,(715) 307-6135,http://www.allina.com
2400,11453546,(608) 373-8000,http://www.stmarysjanesville.com
2401,11754016,(715) 531-6000,http://www.hudsonhospital.org
2402,11953959,(608) 524-6487,http://www.ramchealth.com
2403,14653188,(262) 928-1000,http://www.prohealthcare.org/locations/locations-v2-detail/?id=1119
2404,72690732,(310) 732-6700,http://california.providence.org/
2405,73892806,NOT AVAILABLE,http://www.kaiserpermanente.org
2406,164671202,(318) 330-7000,http://www.uhsystem.com/conway/home
2407,58690059,(424) 338-8000,http://www.mlkcommunityhospital.org/
2408,3006492,(203) 679-5900,http://www.masonicare.org
2409,320016,NOT AVAILABLE,http://www.sibley.org/
2410,35632714,(407) 587-8600,http://www.healthsouthaltamontesprings.com/
2411,30833908,(239) 985-2700,http://www.parkroyalhospital.com
2412,14285210,(602) 243-4231,http://www.haciendachildrens.org/
2413,13054521,(715) 356-8000,http://www.ministryhealth.org
2414,35933905,(800) 485-0085,http://www.promisefortmyers.com/
2415,2150659,(641) 394-4121,http://www.mercynewhampton.com
2416,11950213,(641) 342-2184,http://www.clarkehosp.org
2417,12654451,(715) 748-8100,http://www.memhc.com
2418,41033136,(305) 689-5511,http://www.umiamihospital.com
2419,26233133,(305) 854-4400,http://www.mercymiami.com
2420,26433126,(305) 264-1000,www.miamimedicalcenter.com
2421,31534114,(239) 354-6000,http://www.physiciansregional.com/locations/physicians-regional-collier
2422,8250112,(641) 236-7511,http://www.grmc.us
2423,2451041,(712) 737-4984,http://www.ochealthsystem.org
2424,13952722,(309) 779-5000,http://www.trinityqc.com
2425,13852655,(319) 768-1000,http://www.greatrivermedical.org
2426,6750036,(515) 432-3140,http://www.boonehospital.com
2427,10950138,(641) 842-2151,http://www.knoxvillehospital.org
2428,2351023,(712) 551-3103,http://hawardenregionalhealthcare.com/
2429,483403,(208) 529-6111,http://www.eirmc.com
2430,16346807,(260) 399-2900,http://www.vhfortwayne.com
2431,103,(219) 364-3000,http://www.porterhealth.com/
2432,5553530,(608) 776-4466,http://www.memorialhospitaloflafayettecounty.org
2433,1654806,(715) 685-5500,http://www.ashlandmmc.com
2434,11353548,(608) 756-6080,http://www.mercyhealthsystem.org
2435,13553147,(262) 245-0535,http://www.mercyhealthsystem.org
2436,5053948,(608) 847-6161,http://www.milebluff.com
2437,7953226,(414) 257-6995,http://www.milwaukeecounty.org
2438,4767735,(785) 890-3625,http://www.goodlandregional.com
2439,5967740,(785) 675-3281,http://www.sheridancountyhospital.com
2440,3401844,(978) 374-2000,https://www.holyfamily-hospital.org/
2441,12302346,(508) 855-2000,http://www.mcleanhospital.org/programs/mse-adult-psychiatric-program
2442,7672833,(479) 495-2241,http://www.chambershospital.com
2443,2171653,(870) 265-5351,http://www.chicotmemorial.com
2444,1200000,(870) 261-0000,http://www.forrestcitymedicalcenter.com
2445,10071655,(870) 367-2411,http://www.drewmemorial.org
2446,6572401,(870) 336-1100,http://www.tshj.com
2447,1572042,(870) 946-3571,http://www.dhnh.org
2448,6367854,(620) 357-8361,http://www.hchconline.org
2449,9172901,(479) 441-4000,http://www.sparks.org
2450,1771730,(870) 863-2000,http://www.themedcenter.net
2451,8971654,(870) 222-5600,NOT AVAILABLE
2452,4472034,(501) 329-3831,http://www.conwayregional.org
2453,4572034,(501) 932-3500,http://www.conwayregional.org/rehabilitationhospital
2454,4872476,(870) 886-1200,http://www.lawrencehealth.net
2455,1871753,(870) 235-3000,http://www.magnoliahospital.org
2456,5400000,(501) 552-7100,http://www.stvincenthealth.com
2457,7900000,(501) 834-1800,https://www.stvincenthealth.com/svrehabhospital/index.html
2458,8572211,(501) 219-7000,http://www.arheart.com/
2459,8772113,(501) 771-1500,http://www.thebridgeway.com
2460,2972764,(479) 751-5711,http://www.northwesthealth.com
2461,1742717,(270) 864-2511,http://www.cchospital.org
2462,13672076,(501) 985-7000,http://www.chghospitals.com/littlerock/
2463,12172104,(501) 467-3400,NOT AVAILABLE
2464,61772211,(501) 223-3322,NOT AVAILABLE
2465,5740962,(606) 598-5104,http://www.manchestermemorial.org/
2466,11142164,(270) 622-2800,http://www.themedicalcenterscottsville.org/
2467,2680210,(303) 778-1955,http://www.porterhospital.org/
2468,3980138,(303) 269-4000,http://www.parkerhospital.org
2469,61272401,(870) 932-0440,NOT AVAILABLE
2470,61872764,(479) 757-2600,NOT AVAILABLE
2471,5541647,(606) 377-3400,http://www.arh.org
2472,8841649,(606) 285-5181,http://www.saintjosephmartin.org
2473,1142749,(270) 786-2191,http://www.cavernahospital.com
2474,11601830,(978) 373-8222,http://www.whittierhealth.com/psychiatric_hospital/
2475,12801109,(413) 787-6700,http://www.vhwmass.com/
2476,103821061,(410) 595-1967,http://www.mybwmc.org/
2477,6121613,(410) 221-2525,http://www.dhmh.state.md.us/eshc
2478,104021078,(443) 643-3303,http://umuch.org/
2479,1520850,(301) 838-4959,http://www.adventistbehavioralhealth.com
2480,103720735,(301) 868-8000,https://www.medstarhealth.org/southern-maryland/pages/default.aspx
2481,704401,(207) 941-4000,http://www.maine.gov/dhhs/ddpc/index.shtml
2482,5304605,(207) 667-0909,http://www.kidspeace.org/
2483,2604856,(207) 596-8000,http://www.penbayhealthcare.org/penbaymedicalcenter/page/about_our_facility/
2484,4448813,NOT AVAILABLE,http://www.hgbhealth.com
2485,13348471,NOT AVAILABLE,http://www.mckenziehealth.org
2486,13448453,NOT AVAILABLE,http://www.marletteregionalhospital.org
2487,5949646,NOT AVAILABLE,http://www.munsonhealthcare.org
2488,17749854,NOT AVAILABLE,http://www.scmh.org/
2489,18048846,NOT AVAILABLE,http://www.sparrow.org/sparrowionia
2490,8248162,NOT AVAILABLE,https://www.promedica.org/monroe-regional-hospital/pages/default.aspx
2491,8148838,NOT AVAILABLE,http://www.spectrum-health.org/
2492,5148910,NOT AVAILABLE,http://www.mclaren.org/orthopedichospital/orthopedichospital.aspx
2493,7049286,(517) 424-3000,http://www.promedica.org
2494,6648043,NOT AVAILABLE,https://www.henryford.com/locations/mt-clemens-campus
2495,1148827,NOT AVAILABLE,http://www.eatonrapidsmedicalcenter.org
2496,4848801,NOT AVAILABLE,http://www.midmichigan.org/gratiot
2497,9049444,NOT AVAILABLE,http://www.mercyhealthmuskegon.com/welcome-mhmuskegon
2498,12748060,NOT AVAILABLE,http://www.mercyporthuron.com
2499,4959107,(406) 237-3065,http://www.svh-mt.org
2500,15548183,NOT AVAILABLE,https://www.oakwood.org/beaumont-hospital-trenton
2501,15648135,NOT AVAILABLE,http://www.gchosp.org
2502,16949601,NOT AVAILABLE,http://www.munsonhealthcare.org/cadillachospital
2503,4749938,NOT AVAILABLE,http://www.gvh.org
2504,949720,NOT AVAILABLE,http://www.munsonhealthcare.org/charlevoixhospital
2505,13549854,NOT AVAILABLE,http://www.scmh.org/
2506,6149506,NOT AVAILABLE,http://www.spectrumhealth.org/body_locations.cfm?id=638&action=detail&ref=1808
2507,14648154,NOT AVAILABLE,http://www.stmarymercy.org
2508,17548236,NOT AVAILABLE,http://www.henryford.com/body.cfm?xyzpdqabc=0&id=47822&action=list&location=6
2509,16448146,NOT AVAILABLE,http://www.vhsemichigan.com/
2510,16848201,NOT AVAILABLE,http://www.rimrehab.org
2511,11949779,NOT AVAILABLE,http://www.rogerscityrehab.com
2512,6548091,NOT AVAILABLE,http://www.nshinc.com
2513,13056208,(320) 289-2422,http://www.appletonareahealth.org
2514,7956347,(320) 732-2141,http://www.centracare.com/locations/long-prairie/
2515,8455072,(320) 245-5600,http://www.pinemedicalcenter.org
2516,12856623,(218) 634-2120,http://www.lakewoodhealthcenter.org
2517,14456277,(320) 523-1261,http://www.rchospital.com/
2518,3749202,NOT AVAILABLE,http://www.allegiancehealth.org/services/carelink-long-term-acute-care
2519,5365807,(417) 269-9800,https://www.coxhealth.com/our-hospitals-and-clinics/our-locations/meyer-orthopedic-rehabilitation-hospital/
2520,4164068,(816) 781-7200,http://www.libertyhospital.org
2521,6264836,(417) 358-8121,https://www.mercy.net/practice/mercy-hospital-carthage
2522,7364108,(816) 404-1000,https://hospitalhillkc.org/
2523,464506,(816) 271-6000,https://www.mymosaiclifecare.org
2524,3764108,(816) 512-7477,http://www.dmhonline.dmh.state.mo.us
2525,11163301,(636) 947-5010,https://www.selectspecialtyhospitals.com/
2526,4663080,(573) 468-4186,http://www.missouribaptistsullivan.org
2527,5864089,(816) 532-3700,https://www.saintlukeskc.org/locations/saint-lukes-north-hospital-smithville?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link
2528,184759101,(406) 248-3175,https://www.rimrock.org/
2529,10965351,(660) 335-4700,http://i70hospital.com/
2530,15563111,(314) 577-8000,http://www.ssmhealth.com/sluhospital
2531,1765806,(417) 221-4854,https://www.lakelandbehavioralhealth.com/
2532,8463019,(636) 933-1000,http://www.mercy.net/newsroom-mercy-hospital-jefferson
2533,153934,(608) 339-3331,http://www.moundview.org
2534,7963379,(636) 528-8551,https://www.mercy.net/practice/mercy-hospital-lincoln
2535,6254403,(715) 848-4600,http://www.norcen.org
2536,265203,(573) 817-2703,http://healthsouthruskrehab.com/
2537,10265613,(417) 328-6040,http://www.citizensmemorial.com
2538,3464633,(660) 542-1695,http://www.carrollcountyhospital.org
2539,9865301,(660) 826-8833,http://www.brhc.org
2540,5664424,(660) 425-2211,http://www.hcchospital.org
2541,6564093,(660) 747-2500,http://www.wmmc.com
2542,1665708,(417) 235-3144,http://www.coxhealth.com/body.cfm?id=1341
2543,15554449,(715) 384-2188,http://www.co.wood.wi.us/norwood/index.htm
2544,18963112,(314) 273-0050,http://www.barnesjewish.org/medical-services/psychiatry
2545,14663108,(314) 361-8700,https://www.kindredhealthcare.com/locations/transitional-care-hospitals/kindred-hospital-st-louis
2546,152254720,(715) 831-8130,http://www.oakleafsurgical.com
2547,13953066,(262) 569-9400,http://www.prohealthcare.org/locations/locations-v2-detail/?id=1123
2548,6953212,(414) 961-6800,http://www.ohow.org
2549,183223116,(804) 764-6000,NOT AVAILABLE
2550,1939735,(662) 285-6235,http://choctawcountyms.com/our-community/county-profile/health-care/
2551,6539046,(601) 859-1331,http://www.madisonriveroaks.com
2552,6628374,(910) 215-1000,http://www.firsthealth.org
2553,2758421,(701) 652-3141,www.carringtonhealthcenter.org/
2554,558201,(701) 780-5000,http://www.altru.org
2555,184927103,(336) 754-3500,https://www.encompasshealth.com/locations/novanthealthrehab
2556,9778611,(512) 715-3000,http://www.seton.net
2557,127543210,(614) 293-3121,https://cancer.osu.edu
2558,1100623,(787) 851-2025,NOT AVAILABLE
2559,3408060,(609) 267-7000,http://www.hamptonhospital.com
2560,8608002,(856) 488-6802,http://www.kennedyhealth.org
2561,2608240,(609) 652-7000,http://www.bacharach.org
2562,2359230,(406) 228-3500,http://www.fmdh.org
2563,107663,(201) 587-8500,http://www.kessler-rehab.com/company/locations/default.aspx#saddle-brook
2564,2307977,(908) 234-0011,http://www.matheny.org
2565,8408012,(856) 582-2500,http://www.kennedyhealth.org/
2566,5307052,(973) 243-6806,http://www.kessler-rehab.com/company/locations/default.aspx#west-orange
2567,6107112,(973) 926-7000,http://www.barnabashealth.org/hospitals/newark_beth_israel/index.html
2568,6207102,(973) 877-5350,http://www.smmcnj.org
2569,1308302,(800) 584-5584,http://seabrookhouse.org/
2570,13607032,(201) 955-7000,http://hudsonsurgicalcenter.com/
2571,4507092,(888) 244-5373,http://www.childrens-specialized.org/locations/mountainside.aspx
2572,8207901,(908) 522-2000,http://www.atlantichealth.org/overlook
2573,8708318,(856) 575-4500,http://www.inspirahealthnetwork.org/?id=5281&sid=1
2574,10208857,(732) 442-3700,http://www.rbmc.org/
2575,908618,(609) 633-1500,http://www.state.nj.us/humanservices/dmhs/oshm/tph/
2576,6607834,(973) 983-5506,http://www.saintclares.org/saint-clares-hospital-denville-new-jersey/
2577,10007701,(732) 741-2700,http://www.riverviewmedicalcenter.com
2578,10307728,(732) 431-2000,http://www.centrastate.com/
2579,108307724,(732) 460-5320,http://www.rehabnjtintonfalls.com/
2580,108508046,(609) 835-5782,http://lourdes.acuityhealthcare.net/
2581,110308534,(609) 303-4000,http://www.capitalhealth.org/our-locations/hopewell
2582,4987701,(505) 426-3930,http://www.altavistaregionalhospital.com
2583,122645216,(513) 418-2624,http://uchealth.com/danieldrakecenter/
2584,17945227,(513) 527-7475,http://www.e-mercy.com/
2585,12645123,(937) 981-9400,http://www.adena.org/locations/detail.dt/adena-greenfield-medical-center
2586,17244654,(330) 674-1015,http://www.pomerenehospital.org
2587,2543055,(740) 348-4000,http://www.lmhealth.org
2588,5843311,(937) 592-4015,http://www.maryrutan.org
2589,5544074,(440) 775-1211,http://www.mercyonline.org/mercy_allen_hospital.aspx
2590,11844501,(330) 884-3090,http://www.northsidemedicalcenter.net
2591,2484648,(435) 623-3000,http://www.cvmed.net
2592,2887901,(575) 894-2111,http://www.svhnm.org
2593,2188240,(575) 492-5000,http://www.learegionalmedical.com
2594,5146140,(317) 468-4412,http://www.hancockregional.org
2595,4188435,(575) 472-3417,http://www.srnm.org/residents/health-care.aspx
2596,3788061,(575) 538-4000,http://www.grmc.org
2597,188008,(575) 589-3000,http://www.peakbehavioral.com/
2598,11551534,(712) 527-4811,NOT AVAILABLE
2599,5488011,(575) 556-7600,http://www.mountainviewregional.com
2600,1687301,(505) 863-7000,http://www.rmch.org
2601,1887313,(505) 786-5291,https://www.ihs.gov/navajo/healthcarefacilities/crownpoint/
2602,3985206,(480) 567-0350,www.healthsoutheastvalley.com
2603,887102,(505) 727-8000,http://nmhi.com/locations/viewlocation.cfm?lid=46ebfaa9-e0cb-91f4-29d6d6e79b1b61aa
2604,4387109,(505) 727-7805,http://www.lovelace.com/albuquerque-hospital/lovelace-womens-hospital
2605,2789149,(702) 835-9720,http://www.centennialhillshospital.com
2606,130345408,(937) 424-8200,http://www.healthsouthdayton.com/
2607,3189123,(702) 382-3155,www.horizonspecialtyhosp.com/‎
2608,4384066,(435) 722-2497,NOT AVAILABLE
2609,1784010,(801) 299-5300,http://www.bbhsnet.com/
2610,29745439,(937) 534-4600,http://ketteringhealth.org/mentalhealth/
2611,4289027,(702) 346-8040,http://www.mesaviewhospital.com
2612,112789106,NOT AVAILABLE,NOT AVAILABLE
2613,8132425,(850) 547-8000,http://www.doctorsmemorialhospital.com
2614,5447714,(812) 476-9983,http://www.healthsouthdeaconess.com
2615,2444708,(330) 489-1000,http://www.cantonmercy.org
2616,13701801,(781) 935-5050,http://www.healthsouthnewengland.com/
2617,2684634,(435) 528-7246,http://www.gvhospital.org
2618,10346580,(574) 267-7169,http://www.bowencenter.org
2619,3646321,(219) 922-4200,http://www.franciscanalliance.org/hospitals/munster/pages/default.aspx
2620,4446311,(219) 865-2141,https://www.franciscanhealth.org/dyer
2621,16185339,(623) 584-5100,http://dignityhealth.org/arizonageneral/
2622,5284047,(801) 569-2153,www.highlandridgehospital.com
2623,5347802,(812) 298-8888,http://www.harshacenter.com
2624,7846131,(317) 736-3300,http://www.johnsonmemorial.org
2625,746703,(260) 665-2141,http://www.cameronmch.com
2626,6646350,(219) 326-1234,http://www.iuhealth.org
2627,6347421,(812) 275-1200,http://www.iuhealth.com
2628,3706053,(860) 223-2761,http://hfsc.org/
2629,4947441,(812) 847-2281,http://www.greenecountyhospital.com
2630,4647670,(812) 385-3401,http://www.gibsongeneral.com
2631,4846952,(765) 662-3971,http://www.cornerstone.org/
2632,1246219,(317) 355-5411,http://www.ecommunity.com/east/
2633,5946278,(317) 956-1000,http://www.orthoindy.com
2634,2357366,(605) 928-3311,http://www.averastbenedict.org
2635,5557070,(605) 326-5161,http://www.pioneermemorial.org
2636,5457580,(605) 842-7100,http://www.winnerregional.org
2637,3106516,(203) 932-5711,http://www.connecticut.va.gov/
2638,4457028,(605) 997-2433,http://www.avera.org/
2639,4057022,(605) 428-5431,http://www.avera.org/
2640,1406450,(203) 694-8200,http://www.midstatemedical.org
2641,8385006,NOT AVAILABLE,http://www.iasishealthcare.com
2642,2406010,(860) 585-3000,http://www.bristolhospital.org
2643,2906032,(860) 679-1145,http://www.uchc.edu
2644,3306106,(860) 545-9000,http://www.ccmckids.org
2645,1206776,(860) 355-2611,http://www.newmilfordhospital.org
2646,5546122,(317) 745-4451,http://www.hendrickshospital.org
2647,7546123,(317) 217-3000,http://www.iuhealth.org
2648,32832541,(850) 862-1111,http://fwbmc.com/
2649,40632578,(850) 678-4131,http://www.tchealthcare.com
2650,28732428,(850) 638-1610,http://www.nfch.org
2651,35632055,(386) 292-8120,http://www.northflorida.va.gov/
2652,19032565,(850) 675-8000,http://www.bhcpns.org/jayhospital/
2653,3185710,(520) 546-4600,http://www.chghospitals.com
2654,39532216,(904) 296-3700,http://www.jaxhealth.com
2655,5732353,(850) 325-5015,http://capitalregionalmedicalcenter.com/about/newsroom/detail.dot?id=dedbce62-4040-44a6-8373-3d5b5313550f
2656,34532401,(850) 767-3180,http://www.selectspecialtyhospitals.com/company/locations/panamacity.aspx
2657,7557747,(605) 745-8910,http://www.frhssd.org/
2658,289703,(775) 445-7795,http://www.carsontahoe.com/ltach
2659,714760,(716) 375-6171,http://www.ogh.org
2660,8768920,(308) 928-2151,http://www.harlancountyhealth.com
2661,25618472,(570) 488-5811,http://www.portal.state.pa.us/portal/server.pt/community/hide_waymart/11432
2662,18518901,(215) 345-2200,http://www.dh.org
2663,15319601,(610) 406-4340,http://www.havenbehavioralhospital.com
2664,17716201,(724) 543-8500,http://www.acmh.org
2665,2315217,(412) 420-2400,http://www.amazingkids.org
2666,16415146,(412) 856-2400,http://www.lifecare-hospitals.com/hospital.php?id=8
2667,18415224,(412) 441-4884,http://www.childrenshomepgh.org
2668,20415237,(412) 748-6800,http://www.upmc.edu/passavant
2669,10416673,(814) 224-6200,http://www.nasonhospital.org
2670,7017331,(717) 316-7830,http://www.hanoverhospital.org
2671,7769201,(402) 376-2525,NOT AVAILABLE
2672,2068467,(402) 362-6671,http://www.yorkgeneral.org
2673,25515065,(724) 224-5100,http://www.wpahs.org/locations/allegheny-valley-hospital
2674,13716354,(814) 827-1851,http://www.titusvillehospital.org
2675,3117815,(570) 387-2100,http://www.bloomhealth.net
2676,8519122,(215) 291-6001,NOT AVAILABLE
2677,5289406,(775) 423-3151,http://www.bannerhealth.com/locations/nevada/banner+churchill+ community+hospital
2678,11419131,(215) 877-2000,http://www.einstein.edu/locations/belmont-behavioral-health/
2679,21619140,(215) 430-4000,http://www.shrinershospitalsforchildren.org/hospitals/locations/phila
2680,5189410,(775) 782-1500,http://www.carsonvalleymedicalcenter.com
2681,5489445,(775) 623-5222,http://www.hghospital.ws
2682,4389048,(775) 751-7500,http://www.desertviewhospital.com
2683,5389419,(775) 273-2621,http://www.pershinghospital.org
2684,9918801,(717) 278-3801,endlesscare.org
2685,10518634,(570) 735-5000,http://www.specialcarehospital.net
2686,2718069,(610) 799-8800,http://www.kidspeace.org
2687,12563017,(314) 392-6380,http://www.dubuis.org/mercycontinuingcarehospital
2688,22217042,(717) 272-6621,http://www.lebanon.va.gov
2689,7715701,(724) 357-7000,http://www.indianarmc.org
2690,3917201,(717) 267-3000,http://www.summithealth.org/chambersburg-hospital
2691,7117105,(717) 782-3131,http://www.pinnaclehealth.org
2692,316501,(814) 874-5300,http://erie.selectspecialtyhospitals.com/
2693,6302186,(617) 696-4600,http://www.miltonhospital.org/
2694,184428215,(704) 384-4089,https://www.novanthealth.org/mint-hill-medical-center.aspx?utm_source=maps.google.com&utm_medium=organic&utm_campaign=gmb&utm_content=mc-10
2695,65986314,(928) 759-8800,NOT AVAILABLE
2696,12546173,(765) 932-7513,http://www.rushmemorial.com
2697,1801960,(978) 273-5100,http://www.lahey.org/peabody/
