objectid,id,source,sourcedate,val_method,val_date
1559,40077627,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
1560,55877598,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/7/2014 0:00
1561,72978520,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,11/30/2016 0:00
1562,141277379,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/9/2014 0:00
1563,142477004,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/9/2014 0:00
1564,76377081,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/9/2017 0:00
1565,77377043,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/10/2017 0:00
1566,79177380,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,1/11/2017 0:00
1567,14478744,https://www.va.gov/directory/guide/allstate.asp,9/26/2019 0:00,IMAGERY/OTHER,5/29/2015 0:00
1568,38,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,6/10/2015 0:00
1569,50776502,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
1570,32376549,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
1571,136877076,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,9/23/2014 0:00,IMAGERY/OTHER,5/8/2020 0:00
1572,5878102,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
1573,47,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,6/10/2015 0:00
1574,45778205,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
1575,996819,https://data.hawaii.gov/health/hospitals-in-hawaii/rwns-g4bn/data,9/26/2019 0:00,IMAGERY,4/14/2016 0:00
1576,1496750,https://data.hawaii.gov/health/hospitals-in-hawaii/rwns-g4bn/data,9/26/2019 0:00,IMAGERY,4/14/2016 0:00
1577,1596817,https://data.hawaii.gov/health/hospitals-in-hawaii/rwns-g4bn/data,9/26/2019 0:00,IMAGERY,4/14/2016 0:00
1578,1978731,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
1579,2878705,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
1580,15375115,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
1581,16176201,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
1582,18979902,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1583,24278551,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1584,28977080,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1585,32578028,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1586,33977573,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
1587,45676901,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
1588,46578259,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
1589,52875160,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1590,55376702,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,3/12/2014 0:00
1591,137977429,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,12/22/2014 0:00
1592,138977301,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/22/2014 0:00
1593,140576123,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/9/2014 0:00
1594,140875902,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/9/2014 0:00
1595,72677842,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,11/29/2016 0:00
1596,143577035,http://www.dshs.texas.gov/facilities/find-a-licensee.aspx,1/9/2017 0:00,IMAGERY/OTHER,5/8/2020 0:00
1597,74075034,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,12/2/2016 0:00
1598,74175093,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/2/2016 0:00
1599,74775042,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,12/5/2016 0:00
1600,75975090,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,12/8/2016 0:00
1601,80776104,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,1/17/2017 0:00
1602,80976132,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/17/2017 0:00
1603,81578754,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/18/2017 0:00
1604,5354601,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/2019 0:00,IMAGERY,5/5/2020 0:00
1605,2096748,https://data.hawaii.gov/health/hospitals-in-hawaii/rwns-g4bn/data,9/26/2019 0:00,IMAGERY,4/14/2016 0:00
1606,1096826,https://data.hawaii.gov/health/hospitals-in-hawaii/rwns-g4bn/data,9/26/2019 0:00,IMAGERY,4/14/2016 0:00
1607,2296701,https://data.hawaii.gov/health/hospitals-in-hawaii/rwns-g4bn/data,9/26/2019 0:00,IMAGERY,4/14/2016 0:00
1608,2778705,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/10/2014 0:00
1609,3078701,http://www.dshs.state.tx.us/chs/hosp/hosp2.shtm,9/23/2014 0:00,IMAGERY/OTHER,5/8/2020 0:00
1610,16476201,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,3/12/2014 0:00
1611,18279936,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/24/2014 0:00
1612,26577030,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1613,38479707,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/5/2014 0:00
1614,45178681,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,2/6/2014 0:00
1615,46978229,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,3/12/2014 0:00
1616,52975504,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1617,53775701,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1618,134276132,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/9/2014 0:00
1619,134375034,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/9/2014 0:00
1620,137577065,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/22/2014 0:00
1621,141077070,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,12/9/2014 0:00
1622,3735055,http://dph1.adph.state.al.us/facilitiesdirectory,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
1623,72178247,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,11/29/2016 0:00
1624,81478751,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,1/18/2017 0:00
1625,1676012,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/14/2014 0:00
1626,5277707,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/21/2014 0:00
1627,29777030,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/3/2014 0:00
1628,43375093,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,3/12/2014 0:00
1629,57975231,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,2/7/2014 0:00
1630,79678413,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/12/2017 0:00
1631,81076177,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY,1/17/2017 0:00
1632,82578681,https://hhs.texas.gov/doing-business-hhs/provider-portals/health-care-facilities-regulation,9/3/2019 0:00,IMAGERY/OTHER,1/20/2017 0:00
1633,4685711,http://www.azdhs.gov/als/databases/,8/11/2019 0:00,IMAGERY,2/10/2014 0:00
1634,66585712,http://www.azdhs.gov/als/databases/,8/11/2019 0:00,IMAGERY/OTHER,1/7/2015 0:00
1635,91535007,http://dph1.adph.state.al.us/facilitiesdirectory,8/9/2019 0:00,IMAGERY/OTHER,2/3/2015 0:00
1636,4435631,http://dph1.adph.state.al.us/facilitiesdirectory,8/9/2019 0:00,IMAGERY/OTHER,3/12/2014 0:00
1637,12954634,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/2019 0:00,IMAGERY,5/5/2020 0:00
1638,7335976,http://dph1.adph.state.al.us/facilitiesdirectory,8/9/2019 0:00,IMAGERY/OTHER,10/2/2013 0:00
1639,1436109,https://www.va.gov/directory/guide/allstate.asp,9/26/2019 0:00,IMAGERY/OTHER,5/13/2015 0:00
1640,1035601,http://dph1.adph.state.al.us/facilitiesdirectory,8/9/2019 0:00,IMAGERY/OTHER,10/2/2013 0:00
1641,5935903,http://dph1.adph.state.al.us/facilitiesdirectory,8/9/2019 0:00,IMAGERY/OTHER,9/6/2013 0:00
1642,1636302,http://dph1.adph.state.al.us/facilitiesdirectory,8/9/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1643,4135968,http://dph1.adph.state.al.us/facilitiesdirectory,8/9/2019 0:00,IMAGERY/OTHER,3/12/2014 0:00
1644,10435010,http://dph1.adph.state.al.us/facilitiesdirectory,8/9/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1645,13535243,http://dph1.adph.state.al.us/facilitiesdirectory,8/9/2019 0:00,IMAGERY/OTHER,3/8/2016 0:00
1646,2896786,https://data.hawaii.gov/health/hospitals-in-hawaii/rwns-g4bn/data,9/26/2019 0:00,IMAGERY,4/14/2016 0:00
1647,796706,https://data.hawaii.gov/health/hospitals-in-hawaii/rwns-g4bn/data,9/26/2019 0:00,IMAGERY,4/14/2016 0:00
1648,5435021,http://dph1.adph.state.al.us/facilitiesdirectory,8/9/2019 0:00,IMAGERY/OTHER,9/5/2013 0:00
1649,696720,https://data.hawaii.gov/health/hospitals-in-hawaii/rwns-g4bn/data,9/26/2019 0:00,IMAGERY,4/14/2016 0:00
1650,3251012,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,8/9/2019 0:00,IMAGERY/OTHER,4/14/2016 0:00
1651,1151201,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,8/9/2019 0:00,IMAGERY,4/18/2016 0:00
1652,7652732,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,8/9/2019 0:00,IMAGERY,4/14/2016 0:00
1653,2652043,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,8/9/2019 0:00,IMAGERY/OTHER,4/15/2016 0:00
1654,8152301,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,8/9/2019 0:00,IMAGERY/OTHER,4/15/2016 0:00
1655,1450401,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,8/9/2019 0:00,IMAGERY/OTHER,4/19/2016 0:00
1656,12452641,https://dia-hfd.iowa.gov/dia_hfd/ctlentitysearch.do,8/9/2019 0:00,IMAGERY,4/19/2016 0:00
1657,1183254,http://healthandwelfare.idaho.gov/portals/0/medical/licensingcertification/alphahospital.pdf,8/9/2019 0:00,IMAGERY,3/12/2014 0:00
1658,5383854,http://healthandwelfare.idaho.gov/portals/0/medical/licensingcertification/alphahospital.pdf,8/9/2019 0:00,IMAGERY,4/21/2016 0:00
1659,12754773,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/2019 0:00,IMAGERY,5/5/2020 0:00
1660,5883704,http://healthandwelfare.idaho.gov/portals/0/medical/licensingcertification/alphahospital.pdf,8/9/2019 0:00,IMAGERY,4/22/2016 0:00
1661,106368130,http://dhhs.ne.gov/publichealth/documents/hospital%20roster.pdf,8/9/2019 0:00,IMAGERY/OTHER,4/7/2020 0:00
1662,97262906,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY/OTHER,2/21/2015 0:00
1663,2860402,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,4/25/2016 0:00
1664,11760634,https://data.illinois.gov/dataset/410idph_hospital_directory,9/19/2019 0:00,IMAGERY,2/10/2014 0:00
1665,52092103,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,3/12/2014 0:00
1666,891801,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1667,40094583,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1668,71893436,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,1/14/2015 0:00
1669,161170812,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY/OTHER,5/29/2015 0:00
1670,164170809,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY/OTHER,6/1/2015 0:00
1671,160471220,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY/OTHER,5/30/2015 0:00
1672,33,http://www.tricare.mil/mtf,4/1/2020 0:00,IMAGERY/OTHER,7/24/2015 0:00
1673,690012,https://www.va.gov/directory/guide/allstate.asp,9/26/2019 0:00,IMAGERY/OTHER,5/13/2015 0:00
1674,58490232,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/9/2016 0:00
1675,28070112,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY/OTHER,2/24/2016 0:00
1676,25792373,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1677,42192118,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1678,2894304,https://www.va.gov/directory/guide/allstate.asp,9/26/2019 0:00,IMAGERY/OTHER,5/21/2015 0:00
1679,17694112,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1680,20194115,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1681,193230,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1682,13893401,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1683,594025,https://www.va.gov/directory/guide/allstate.asp,9/26/2019 0:00,IMAGERY/OTHER,5/13/2015 0:00
1684,8593003,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1685,32993023,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1686,40795405,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,3/12/2014 0:00
1687,48195404,http://www.oshpd.ca.gov/hid/products/listings.html,8/13/2012 0:00,IMAGERY,2/10/2014 0:00
1688,40893463,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1689,45194574,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1690,994705,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1691,49794609,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1692,51694588,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1693,9795203,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1694,3196130,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1695,7091010,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1696,14691206,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1697,18491706,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1698,19190012,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1699,30991364,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1700,32290650,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1701,27293637,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1702,11894040,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1703,21995051,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1704,46295020,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,3/12/2014 0:00
1705,10795062,http://www.oshpd.ca.gov/hid/products/listings.html,8/13/2012 0:00,IMAGERY/OTHER,2/10/2014 0:00
1706,48095065,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1707,52495076,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1708,4494010,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1709,30094010,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1710,41794062,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1711,41894015,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1712,41994038,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1713,32394945,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1714,8693721,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1715,44693720,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1716,19694804,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1717,20994596,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1718,21594531,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1719,2993301,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1720,37693555,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1721,28795819,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1722,43095817,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,3/12/2014 0:00
1723,45795501,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1724,16792718,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1725,16892663,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1726,18992618,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,2/10/2014 0:00
1727,45892868,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY,3/12/2014 0:00
1728,7130045,http://www.gamap2care.info/,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
1729,22730097,http://www.gamap2care.info/,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
1730,930274,http://www.gamap2care.info/,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
1731,4631064,http://www.gamap2care.info/,8/9/2019 0:00,IMAGERY,2/10/2014 0:00
1732,13630030,http://www.gamap2care.info/,8/9/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1733,13370056,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY,2/10/2014 0:00
1734,20971263,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY,2/11/2014 0:00
1735,21571111,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY,2/10/2014 0:00
1736,1570525,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY/OTHER,2/10/2014 0:00
1737,13270461,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY,2/10/2014 0:00
1738,8370546,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY,2/10/2014 0:00
1739,18970517,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY,2/10/2014 0:00
1740,21271103,http://new.dhh.louisiana.gov/index.cfm/directory/category/169,8/16/2019 0:00,IMAGERY,3/12/2014 0:00
1741,2554701,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/2019 0:00,IMAGERY,3/12/2014 0:00
1742,4653533,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/2019 0:00,IMAGERY,3/12/2014 0:00
1743,11053581,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/2019 0:00,IMAGERY,2/10/2014 0:00
1744,13853095,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/2019 0:00,IMAGERY,2/10/2014 0:00
1745,14854984,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/2019 0:00,IMAGERY,2/10/2014 0:00
1746,72091763,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,1/14/2015 0:00
1747,73491208,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,1/14/2015 0:00
1748,82830342,http://www.gamap2care.info/,8/9/2019 0:00,IMAGERY/OTHER,3/2/2015 0:00
1749,83030033,http://www.gamap2care.info/,8/9/2019 0:00,IMAGERY/OTHER,3/2/2015 0:00
1750,17953223,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/2019 0:00,IMAGERY/OTHER,2/3/2016 0:00
1751,58893555,http://www.oshpd.ca.gov/hid/facility-listing.html,8/2/2019 0:00,IMAGERY/OTHER,2/11/2016 0:00
1752,620010,http://doh.dc.gov/node/173192,8/14/2019 0:00,IMAGERY,2/10/2014 0:00
1753,1220037,http://doh.dc.gov/node/173192,8/14/2019 0:00,IMAGERY/OTHER,12/5/2013 0:00
1754,12554843,https://www.dhs.wisconsin.gov/guide/hospital.htm,8/13/2019 0:00,IMAGERY/OTHER,5/5/2020 0:00
1755,35733472,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,8/15/2019 0:00,IMAGERY,4/6/2016 0:00
1756,4134601,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,8/15/2019 0:00,IMAGERY,2/10/2014 0:00
1757,44332542,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,8/15/2019 0:00,IMAGERY,2/10/2014 0:00
1758,12580129,http://www.hfemsd2.dphe.state.co.us/hfd2003/homebase.aspx?ftype=hospital&do=list,8/13/2019 0:00,IMAGERY/OTHER,5/1/2020 0:00
1759,30133012,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,8/15/2019 0:00,IMAGERY,11/8/2013 0:00
1760,35332209,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,8/15/2019 0:00,IMAGERY,3/12/2014 0:00
